design,treatment,signal_mode,theta,theta_star,theta_relative,rep,join_fraction,join_fraction_valid,n_join,n_agents,n_valid,n_api_error,n_unparseable,api_error_rate,unparseable_rate,coup_success,theoretical_attack,benefit,cost,model,briefing_mean_direction,briefing_mean_clarity,briefing_mean_coordination,briefing_mean_z_score
coord_amplified,pure,normal,0.425,0.5,-0.0749999999999999,27,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,0,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,1,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.425,0.5,-0.0749999999999999,10,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.425,0.5,-0.0749999999999999,15,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,2,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.425,0.5,-0.0749999999999999,17,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,4,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,6,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.425,0.5,-0.0749999999999999,18,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,7,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,9,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.425,0.5,-0.0749999999999999,25,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.425,0.5,-0.0749999999999999,28,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.425,0.5,-0.0749999999999999,19,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,11,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,10,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,12,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,3,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,5,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,8,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,14,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,18,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,19,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.275,0.5,-0.2249999999999999,18,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,21,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,22,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,25,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,24,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,26,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,27,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,29,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,28,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,13,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.425,0.5,-0.0749999999999999,23,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5,0.5,0.0,17,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5750000000000001,0.5,0.075,0,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5750000000000001,0.5,0.075,1,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5750000000000001,0.5,0.075,3,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5750000000000001,0.5,0.075,4,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,,,,
coord_amplified,pure,normal,0.5750000000000001,0.5,0.075,6,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,,,,
