design,treatment,signal_mode,theta,theta_star,theta_relative,rep,join_fraction,join_fraction_valid,n_join,n_agents,n_valid,n_api_error,n_unparseable,api_error_rate,unparseable_rate,coup_success,theoretical_attack,benefit,cost,model
baseline,pure,normal,0.45,0.75,-0.3,21,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,19,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,7,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,24,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,26,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,25,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,28,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,27,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,2,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,1,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,3,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,4,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,6,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,22,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,8,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,10,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,11,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,9,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,12,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,29,0.8,0.8,20,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,13,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,17,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,20,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,19,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,21,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,0,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,5,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,22,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,23,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,24,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,27,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,13,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,28,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,1,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,3,0.6,0.6,15,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,4,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,15,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,16,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,6,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,14,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,25,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,18,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,7,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,8,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,23,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,11,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,12,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,14,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,10,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,9,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,29,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,13,0.6,0.6,15,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,15,0.56,0.56,14,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,20,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,18,0.6,0.6,15,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,22,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,21,0.56,0.56,14,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,2,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,25,0.6,0.6,15,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,0,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,27,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,24,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,5,0.56,0.56,14,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,5,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,29,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,28,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,0,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,2,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,1,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,23,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,3,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,6,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,4,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,16,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,7,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,19,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,17,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,9,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,8,0.56,0.56,14,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,5,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,12,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,9,0.8,0.8,20,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,11,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,12,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,14,0.56,0.56,14,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,10,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,10,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,15,0.56,0.56,14,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,16,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.6000000000000001,0.75,-0.1499999999999999,26,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.8799005424683051,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,1,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.45,0.75,-0.3,3,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.9529828064238726,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,25,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,0,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,1,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,3,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,4,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,5,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,6,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,10,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,9,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,7,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,17,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,13,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,19,0.6,0.6,15,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,24,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,20,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,7,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,26,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,15,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,16,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,23,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,27,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.675,0.75,-0.07499999999999996,29,0.6,0.6,15,25,25,0,0,0.0,0.0,False,0.8223843072042321,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,14,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,18,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,17,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,22,0.6,0.6,15,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,23,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,21,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,2,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,26,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,19,0.56,0.56,14,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,2,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.525,0.75,-0.22499999999999998,18,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.9228476249647214,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,4,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,13,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,6,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,12,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,9,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,20,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,10,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,12,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,15,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,16,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,24,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,25,0.52,0.52,13,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,19,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,27,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,18,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,28,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,21,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,17,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.8250000000000001,0.75,0.07500000000000007,20,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.664395660565752,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,26,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
baseline,pure,normal,0.75,0.75,0.0,29,0.72,0.72,18,25,25,0,0,0.0,0.0,False,0.75,3.0,1.0,mistralai/mistral-small-creative
